sequence_name,is_uk,is_cog_uk,central_sample_id,secondary_identifier,sample_date,epi_week,country,adm1,is_surveillance,is_travel_history,travel_history,uk_lineage,del_lineage,phylotype,lineage,SH-alrt,UFbootstrap,lineages_version,status,note,sequencing_centre
_England_NORW-318AE3D_2022_,Y,Y,NORW-318AE3D,,2022-01-05,106,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-318C8E8_2022_,Y,Y,NORW-318C8E8,,2022-01-02,106,UK,UK-ENG,Y,,,UK26681,del_trans_455542,UK26681_1,B.1.1,100,96,2020-05-19,passed_qc,,NORW
_England_NORW-3189FAF_2022_,Y,Y,NORW-3189FAF,,2022-01-04,106,UK,UK-ENG,Y,,,UK26627,del_trans_448569,UK26627_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-318C615_2022_,Y,Y,NORW-318C615,,2022-01-06,106,UK,UK-ENG,Y,,,UK40343,del_trans_186521,UK40343_1.1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-31965E7_2022_,Y,Y,NORW-31965E7,,2022-01-19,108,UK,UK-ENG,Y,,,UK25790,del_trans_220971,UK25790_1.1.22,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-31510B0_2022_,Y,Y,NORW-31510B0,,2022-01-20,108,UK,UK-ENG,Y,,,UK25667,del_trans_140659,UK25667_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3160FA4_2022_,Y,Y,NORW-3160FA4,,2022-01-19,108,UK,UK-ENG,Y,,,UK49327,del_trans_58433,UK49327_1,B.1.1,100,88,2020-05-19,passed_qc,,NORW
_England_NORW-3162190_2022_,Y,Y,NORW-3162190,,2022-01-19,108,UK,UK-ENG,Y,,,UK26413,del_trans_373208,UK26413_1.12,B.1.1,100,99,2020-05-19,passed_qc,,NORW
_England_NORW-316252B_2022_,Y,Y,NORW-316252B,,2022-01-20,108,UK,UK-ENG,Y,,,UK26413,del_trans_373208,UK26413_1.7,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3157E8C_2022_,Y,Y,NORW-3157E8C,,2022-01-21,108,UK,UK-ENG,Y,,,UK25667,del_trans_140659,UK25667_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3154B22_2022_,Y,Y,NORW-3154B22,,2022-01-17,108,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316567A_2022_,Y,Y,NORW-316567A,,2022-01-18,108,UK,UK-ENG,Y,,,UK25641,del_trans_55611,UK25641_1,B.1.1,100,94,2020-05-19,passed_qc,,NORW
_England_NORW-315BF82_2022_,Y,Y,NORW-315BF82,,2022-01-19,108,UK,UK-ENG,Y,,,UK29363,del_trans_439340,UK29363_1.10,B.1.1,100,96,2020-05-19,passed_qc,,NORW
_England_NORW-315A919_2022_,Y,Y,NORW-315A919,,2022-01-19,108,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1,B.1.1,100,99,2020-05-19,passed_qc,,NORW
_England_NORW-3159030_2022_,Y,Y,NORW-3159030,,2022-01-18,108,UK,UK-ENG,Y,,,UK25771,del_trans_156261,UK25771_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3154C05_2022_,Y,Y,NORW-3154C05,,2022-01-21,108,UK,UK-ENG,Y,,,UK25772,del_trans_156569,UK25772_1.10,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-31572FA_2022_,Y,Y,NORW-31572FA,,2022-01-19,108,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315026B_2022_,Y,Y,NORW-315026B,,2022-01-20,108,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1.243,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-3164BE8_2022_,Y,Y,NORW-3164BE8,,2022-01-20,108,UK,UK-ENG,Y,,,UK25859,del_trans_192140,UK25859_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315BDBE_2022_,Y,Y,NORW-315BDBE,,2022-01-21,108,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315970F_2022_,Y,Y,NORW-315970F,,2022-01-20,108,UK,UK-ENG,Y,,,UK26681,del_trans_455542,UK26681_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315F6AF_2022_,Y,Y,NORW-315F6AF,,2022-01-19,108,UK,UK-ENG,Y,,,UK34434,del_trans_464771,UK34434_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3154C92_2022_,Y,Y,NORW-3154C92,,2022-01-20,108,UK,UK-ENG,Y,,,UK54946,del_trans_440444,UK54946_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3150306_2022_,Y,Y,NORW-3150306,,2022-01-18,108,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1.25,B.1.1,100,94,2020-05-19,passed_qc,,NORW
_England_NORW-31637C2_2022_,Y,Y,NORW-31637C2,,2022-01-20,108,UK,UK-ENG,Y,,,UK25790,del_trans_220971,UK25790_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-31561C3_2022_,Y,Y,NORW-31561C3,,2022-01-23,109,UK,UK-ENG,Y,,,UK33013,del_trans_206026,UK33013_1,B.1.1,100,94,2020-05-19,passed_qc,,NORW
_England_NORW-3164E2E_2022_,Y,Y,NORW-3164E2E,,2022-01-20,108,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1.1025.2,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3157B48_2022_,Y,Y,NORW-3157B48,,2022-01-19,108,UK,UK-ENG,Y,,,UK43984,del_trans_306868,UK43984_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-31528E0_2022_,Y,Y,NORW-31528E0,,2022-01-18,108,UK,UK-ENG,Y,,,UK32188,del_trans_482958,UK32188_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315CF2D_2022_,Y,Y,NORW-315CF2D,,2022-01-19,108,UK,UK-ENG,Y,,,UK25771,del_trans_156261,UK25771_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3150A47_2022_,Y,Y,NORW-3150A47,,2022-01-18,108,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315242D_2022_,Y,Y,NORW-315242D,,2022-01-19,108,UK,UK-ENG,Y,,,UK43208,del_trans_257286,,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3151D34_2022_,Y,Y,NORW-3151D34,,2022-01-23,109,UK,UK-ENG,Y,,,UK26681,del_trans_455542,UK26681_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3161648_2022_,Y,Y,NORW-3161648,,2022-01-20,108,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-31646C1_2022_,Y,Y,NORW-31646C1,,2022-01-22,108,UK,UK-ENG,Y,,,UK46028,del_trans_436424,,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315D56D_2022_,Y,Y,NORW-315D56D,,2022-01-19,108,UK,UK-ENG,Y,,,UK25771,del_trans_156261,UK25771_1.333,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-31545FD_2022_,Y,Y,NORW-31545FD,,2022-01-22,108,UK,UK-ENG,Y,,,UK26681,del_trans_455542,UK26681_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3161F23_2022_,Y,Y,NORW-3161F23,,2022-01-18,108,UK,UK-ENG,Y,,,UK26488,del_trans_433198,UK26488_1.6,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3162365_2022_,Y,Y,NORW-3162365,,2022-01-18,108,UK,UK-ENG,Y,,,UK26074,del_trans_273653,UK26074_1.3,B.1.1,100,90,2020-05-19,passed_qc,,NORW
_England_NORW-315E151_2022_,Y,Y,NORW-315E151,,2022-01-20,108,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1.1445,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-314FB56_2022_,Y,Y,NORW-314FB56,,2022-01-20,108,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3159AC3_2022_,Y,Y,NORW-3159AC3,,2022-01-19,108,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1,B.1.1,100,99,2020-05-19,passed_qc,,NORW
_England_NORW-315142F_2022_,Y,Y,NORW-315142F,,2022-01-20,108,UK,UK-ENG,Y,,,UK43900,del_trans_297633,UK43900_1,B.1.1,100,99,2020-05-19,passed_qc,,NORW
_England_NORW-3154B06_2022_,Y,Y,NORW-3154B06,,2022-01-18,108,UK,UK-ENG,Y,,,UK25785,del_trans_176349,UK25785_1.36.1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-315A96F_2022_,Y,Y,NORW-315A96F,,2022-01-20,108,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-3159B51_2022_,Y,Y,NORW-3159B51,,2022-01-19,108,UK,UK-ENG,Y,,,UK27776,del_trans_181963,UK27776_1.3,B.1.1,100,94,2020-05-19,passed_qc,,NORW
_England_NORW-31654A5_2022_,Y,Y,NORW-31654A5,,2022-01-21,108,UK,UK-ENG,Y,,,UK26681,del_trans_455542,UK26681_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3150C45_2022_,Y,Y,NORW-3150C45,,2022-01-21,108,UK,UK-ENG,Y,,,UK28843,del_trans_149149,UK28843_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315B751_2022_,Y,Y,NORW-315B751,,2022-01-21,108,UK,UK-ENG,Y,,,UK26070,del_trans_268133,UK26070_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315D27E_2022_,Y,Y,NORW-315D27E,,2022-01-21,108,UK,UK-ENG,Y,,,UK29457,del_trans_455794,UK29457_1.5,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3151D26_2022_,Y,Y,NORW-3151D26,,2022-01-24,109,UK,UK-ENG,Y,,,UK36374,del_trans_19228,UK36374_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3160E26_2022_,Y,Y,NORW-3160E26,,2022-01-19,108,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1.1445,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3152AB4_2022_,Y,Y,NORW-3152AB4,,2022-01-21,108,UK,UK-ENG,Y,,,UK25772,del_trans_156569,UK25772_1.10.1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3162DEA_2022_,Y,Y,NORW-3162DEA,,2022-01-17,108,UK,UK-ENG,Y,,,UK25785,del_trans_176349,UK25785_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-314F9E5_2022_,Y,Y,NORW-314F9E5,,2022-01-21,108,UK,UK-ENG,Y,,,UK40850,del_trans_203073,UK40850_1.1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315B48D_2022_,Y,Y,NORW-315B48D,,2022-01-19,108,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1.1226.1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-315F505_2022_,Y,Y,NORW-315F505,,2022-01-22,108,UK,UK-ENG,Y,,,UK26153,del_trans_308131,UK26153_1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-3156BAD_2022_,Y,Y,NORW-3156BAD,,2022-01-18,108,UK,UK-ENG,Y,,,UK25785,del_trans_176349,UK25785_1.36.1.1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315CB05_2022_,Y,Y,NORW-315CB05,,2022-01-18,108,UK,UK-ENG,Y,,,UK29909,del_trans_490423,UK29909_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3161030_2022_,Y,Y,NORW-3161030,,2022-01-23,109,UK,UK-ENG,Y,,,UK27902,del_trans_199263,UK27902_1.3,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-31609AA_2022_,Y,Y,NORW-31609AA,,2022-01-22,108,UK,UK-ENG,Y,,,UK54991,del_trans_465300,UK54991_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315F6CB_2022_,Y,Y,NORW-315F6CB,,2022-01-20,108,UK,UK-ENG,Y,,,UK43889,del_trans_295301,UK43889_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315036A_2022_,Y,Y,NORW-315036A,,2022-01-20,108,UK,UK-ENG,Y,,,UK48454,del_trans_22615,UK48454_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316213D_2022_,Y,Y,NORW-316213D,,2022-01-21,108,UK,UK-ENG,Y,,,UK57351,del_trans_165150,UK57351_1.1,B.1.1,100,96,2020-05-19,passed_qc,,NORW
_England_NORW-315BFCA_2022_,Y,Y,NORW-315BFCA,,2022-01-18,108,UK,UK-ENG,Y,,,UK25806,del_trans_184702,UK25806_1.4,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-31598C5_2022_,Y,Y,NORW-31598C5,,2022-01-19,108,UK,UK-ENG,Y,,,UK54130,del_trans_199149,UK54130_1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-315B636_2022_,Y,Y,NORW-315B636,,2022-01-20,108,UK,UK-ENG,Y,,,UK25667,del_trans_140659,UK25667_1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-3164048_2022_,Y,Y,NORW-3164048,,2022-01-19,108,UK,UK-ENG,Y,,,UK45518,del_trans_395598,UK45518_1.1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315F2A3_2022_,Y,Y,NORW-315F2A3,,2022-01-22,108,UK,UK-ENG,Y,,,UK26598,del_trans_499629,UK26598_1.35.1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315FCFF_2022_,Y,Y,NORW-315FCFF,,2022-01-19,108,UK,UK-ENG,Y,,,UK26848,del_trans_67537,UK26848_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-31563DF_2022_,Y,Y,NORW-31563DF,,2022-01-21,108,UK,UK-ENG,Y,,,UK44475,del_trans_346045,UK44475_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315204D_2022_,Y,Y,NORW-315204D,,2022-01-20,108,UK,UK-ENG,Y,,,UK27854,del_trans_193483,UK27854_1,B.1.1,100,96,2020-05-19,passed_qc,,NORW
_England_NORW-315A90B_2022_,Y,Y,NORW-315A90B,,2022-01-21,108,UK,UK-ENG,Y,,,UK25667,del_trans_140659,UK25667_1,B.1.1,100,96,2020-05-19,passed_qc,,NORW
_England_NORW-3151F32_2022_,Y,Y,NORW-3151F32,,2022-01-25,109,UK,UK-ENG,Y,,,UK26682,del_trans_455549,UK26682_1.185,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3161402_2022_,Y,Y,NORW-3161402,,2022-01-20,108,UK,UK-ENG,Y,,,UK25641,del_trans_55611,UK25641_1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-3151F87_2022_,Y,Y,NORW-3151F87,,2022-01-20,108,UK,UK-ENG,Y,,,UK28967,del_trans_364028,UK28967_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3161C7C_2022_,Y,Y,NORW-3161C7C,,2022-01-19,108,UK,UK-ENG,Y,,,UK33065,del_trans_213760,UK33065_1.2,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3165046_2022_,Y,Y,NORW-3165046,,2022-01-22,108,UK,UK-ENG,Y,,,UK25785,del_trans_176349,UK25785_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316015D_2022_,Y,Y,NORW-316015D,,2022-01-22,108,UK,UK-ENG,Y,,,UK26308,del_trans_360651,UK26308_1.423,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3163E5A_2022_,Y,Y,NORW-3163E5A,,2022-01-20,108,UK,UK-ENG,Y,,,UK28625,del_trans_310555,UK28625_1.1.1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3161656_2022_,Y,Y,NORW-3161656,,2022-01-18,108,UK,UK-ENG,Y,,,UK25641,del_trans_55611,UK25641_1,B.1.1,100,94,2020-05-19,passed_qc,,NORW
_England_NORW-3161E95_2022_,Y,Y,NORW-3161E95,,2022-01-19,108,UK,UK-ENG,Y,,,UK27035,del_trans_497387,UK27035_1,B.1.1,100,96,2020-05-19,passed_qc,,NORW
_England_NORW-315952D_2022_,Y,Y,NORW-315952D,,2022-01-19,108,UK,UK-ENG,Y,,,UK25770,del_trans_147195,UK25770_1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-31626FF_2022_,Y,Y,NORW-31626FF,,2022-01-18,108,UK,UK-ENG,Y,,,UK45935,del_trans_435183,UK45935_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315FAC7_2022_,Y,Y,NORW-315FAC7,,2022-01-19,108,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-315DAD9_2022_,Y,Y,NORW-315DAD9,,2022-01-20,108,UK,UK-ENG,Y,,,UK31464,del_trans_481803,UK31464_1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-315D541_2022_,Y,Y,NORW-315D541,,2022-01-19,108,UK,UK-ENG,Y,,,UK46514,del_trans_466839,,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315F513_2022_,Y,Y,NORW-315F513,,2022-01-18,108,UK,UK-ENG,Y,,,UK25912,del_trans_200925,UK25912_1.1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-31526F0_2022_,Y,Y,NORW-31526F0,,2022-01-21,108,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1.896,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315B5E0_2022_,Y,Y,NORW-315B5E0,,2022-01-21,108,UK,UK-ENG,Y,,,UK25773,del_trans_157092,UK25773_1.45,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3161AB5_2022_,Y,Y,NORW-3161AB5,,2022-01-21,108,UK,UK-ENG,Y,,,UK26598,del_trans_499629,UK26598_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-31573F9_2022_,Y,Y,NORW-31573F9,,2022-01-20,108,UK,UK-ENG,Y,,,UK43900,del_trans_297633,UK43900_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-31602A1_2022_,Y,Y,NORW-31602A1,,2022-01-18,108,UK,UK-ENG,Y,,,UK45350,del_trans_386596,UK45350_1,B.1.1,100,99,2020-05-19,passed_qc,,NORW
_England_NORW-315F287_2022_,Y,Y,NORW-315F287,,2022-01-18,108,UK,UK-ENG,Y,,,UK25771,del_trans_156261,UK25771_1,B.1.1,100,94,2020-05-19,passed_qc,,NORW
_England_NORW-315905C_2022_,Y,Y,NORW-315905C,,2022-01-18,108,UK,UK-ENG,Y,,,UK26604,del_trans_439338,UK26604_1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-315C254_2022_,Y,Y,NORW-315C254,,2022-01-19,108,UK,UK-ENG,Y,,,UK25667,del_trans_140659,UK25667_1.332,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3161672_2022_,Y,Y,NORW-3161672,,2022-01-11,107,UK,UK-ENG,Y,,,UK26678,del_trans_453047,UK26678_1.27.1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315EB3B_2022_,Y,Y,NORW-315EB3B,,2022-01-03,106,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1.328.3,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3160A9B_2022_,Y,Y,NORW-3160A9B,,2022-01-26,109,UK,UK-ENG,Y,,,UK57448,del_trans_205336,UK57448_1.2,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-31650FF_2022_,Y,Y,NORW-31650FF,,2022-01-20,108,UK,UK-ENG,Y,,,UK26666,del_trans_451817,UK26666_1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-31543A9_2022_,Y,Y,NORW-31543A9,,2022-01-02,106,UK,UK-ENG,Y,,,UK26598,del_trans_499629,UK26598_1.46,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315C147_2022_,Y,Y,NORW-315C147,,2022-01-24,109,UK,UK-ENG,Y,,,UK41187,del_trans_215452,UK41187_1.1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315B76F_2022_,Y,Y,NORW-315B76F,,2022-01-19,108,UK,UK-ENG,Y,,,UK25886,del_trans_197840,UK25886_1.4,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315AE06_2022_,Y,Y,NORW-315AE06,,2022-01-02,106,UK,UK-ENG,Y,,,UK28996,del_trans_375260,UK28996_1,B.1.1,100,99,2020-05-19,passed_qc,,NORW
_England_NORW-315B12D_2022_,Y,Y,NORW-315B12D,,2022-01-24,109,UK,UK-ENG,Y,,,UK26652,del_trans_449275,UK26652_1.6,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-31579E5_2022_,Y,Y,NORW-31579E5,,2022-01-01,105,UK,UK-ENG,Y,,,UK26682,del_trans_455549,UK26682_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315707D_2022_,Y,Y,NORW-315707D,,2022-01-25,109,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1.1256,B.1.1,100,94,2020-05-19,passed_qc,,NORW
_England_NORW-31541E3_2022_,Y,Y,NORW-31541E3,,2022-01-01,105,UK,UK-ENG,Y,,,UK26604,del_trans_439338,UK26604_1.272,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316151F_2022_,Y,Y,NORW-316151F,,2022-01-18,108,UK,UK-ENG,Y,,,UK40651,del_trans_195623,UK40651_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3156A67_2022_,Y,Y,NORW-3156A67,,2022-01-19,108,UK,UK-ENG,Y,,,UK25771,del_trans_156261,UK25771_1,B.1.1,100,99,2020-05-19,passed_qc,,NORW
_England_NORW-3156CF2_2022_,Y,Y,NORW-3156CF2,,2022-01-06,106,UK,UK-ENG,Y,,,UK26488,del_trans_433198,UK26488_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315EA2E_2022_,Y,Y,NORW-315EA2E,,2022-01-22,108,UK,UK-ENG,Y,,,UK28999,del_trans_375719,UK28999_1.1.1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315B32B_2022_,Y,Y,NORW-315B32B,,2022-01-21,108,UK,UK-ENG,Y,,,UK26470,del_trans_389240,UK26470_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315F430_2022_,Y,Y,NORW-315F430,,2022-01-21,108,UK,UK-ENG,Y,,,UK30294,del_trans_211519,UK30294_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-31502A2_2022_,Y,Y,NORW-31502A2,,2022-01-02,106,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3156029_2022_,Y,Y,NORW-3156029,,2022-01-22,108,UK,UK-ENG,Y,,,UK25815,del_trans_186347,UK25815_1.3.2,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-31521CB_2022_,Y,Y,NORW-31521CB,,2022-01-20,108,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1.79,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-31569AF_2022_,Y,Y,NORW-31569AF,,2022-01-09,107,UK,UK-ENG,Y,,,UK29055,del_trans_385320,UK29055_1.1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-31515C9_2022_,Y,Y,NORW-31515C9,,2022-01-23,109,UK,UK-ENG,Y,,,UK27854,del_trans_193483,UK27854_1.3,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-3151EA4_2022_,Y,Y,NORW-3151EA4,,2022-01-20,108,UK,UK-ENG,Y,,,UK28304,del_trans_251111,UK28304_1.34,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315DF2B_2022_,Y,Y,NORW-315DF2B,,2022-01-23,109,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1.171,B.1.1,100,94,2020-05-19,passed_qc,,NORW
_England_NORW-31570EE_2022_,Y,Y,NORW-31570EE,,2022-01-26,109,UK,UK-ENG,Y,,,UK27496,del_trans_141830,UK27496_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315BC22_2022_,Y,Y,NORW-315BC22,,2022-01-18,108,UK,UK-ENG,Y,,,UK26681,del_trans_455542,UK26681_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316248F_2022_,Y,Y,NORW-316248F,,2022-01-21,108,UK,UK-ENG,Y,,,UK25667,del_trans_140659,UK25667_1,B.1.1,100,94,2020-05-19,passed_qc,,NORW
_England_NORW-315D984_2022_,Y,Y,NORW-315D984,,2022-01-21,108,UK,UK-ENG,Y,,,UK28304,del_trans_251111,UK28304_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3154B14_2022_,Y,Y,NORW-3154B14,,2022-01-25,109,UK,UK-ENG,Y,,,UK27765,del_trans_175844,UK27765_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3157A01_2022_,Y,Y,NORW-3157A01,,2022-01-17,108,UK,UK-ENG,Y,,,UK25667,del_trans_140659,UK25667_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316297D_2022_,Y,Y,NORW-316297D,,2022-01-24,109,UK,UK-ENG,Y,,,UK25667,del_trans_140659,UK25667_1.332.1,B.1.1,100,96,2020-05-19,passed_qc,,NORW
_England_NORW-31573EB_2022_,Y,Y,NORW-31573EB,,2022-01-21,108,UK,UK-ENG,Y,,,UK34430,del_trans_464600,UK34430_1.1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316476D_2022_,Y,Y,NORW-316476D,,2022-01-19,108,UK,UK-ENG,Y,,,UK40933,del_trans_205883,UK40933_1.1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-314FDC5_2022_,Y,Y,NORW-314FDC5,,2022-01-18,108,UK,UK-ENG,Y,,,UK27854,del_trans_193483,UK27854_1,B.1.1,100,96,2020-05-19,passed_qc,,NORW
_England_NORW-315D6B1_2022_,Y,Y,NORW-315D6B1,,2022-01-23,109,UK,UK-ENG,Y,,,UK33213,del_trans_219529,UK33213_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
