central_sample_id,sequence_name,secondary_identifier,sample_date,epi_week,country,adm1,is_surveillance,is_travel_history,travel_history,lineage,lineage_support,uk_lineage,del_lineage,phylotype
NORW-225D1B,England/NORW-225D1B/2021,,2021-01-09,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-225346,England/NORW-225346/2021,,2021-01-10,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.32
NORW-223339,England/NORW-223339/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.1
NORW-2250F4,England/NORW-2250F4/2021,,2021-01-11,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.3
NORW-224EFB,England/NORW-224EFB/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.177.7,,UK4828,del_trans_11093,UK4828_1.18.2
NORW-225258,England/NORW-225258/2021,,2021-01-10,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.285.1.11.1
NORW-22530A,England/NORW-22530A/2021,,2021-01-11,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.18.4.1.6
NORW-2252C1,England/NORW-2252C1/2021,,2021-01-10,,UK,UK-ENG,Y,,,B.1.177.16,,UK4721,del_trans_1931,UK4721_1.1.34.18.1.2.1
NORW-225D39,England/NORW-225D39/2021,,2021-01-09,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-2234FA,England/NORW-2234FA/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.10.1.2
NORW-223524,England/NORW-223524/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.36.1,,UK5396,del_trans_17319,UK5396_1.1.2.3
NORW-2251A6,England/NORW-2251A6/2021,,2021-01-11,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6.1
NORW-225A6F,England/NORW-225A6F/2021,,2021-01-10,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.13
NORW-22364F,England/NORW-22364F/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.18.1.1
NORW-2253CE,England/NORW-2253CE/2021,,2021-01-11,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6.1
NORW-2233FD,England/NORW-2233FD/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.177,,UK1219,del_trans_10953,UK1219_1
NORW-225285,England/NORW-225285/2021,,2021-01-10,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.13
NORW-223357,England/NORW-223357/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.352.1.2.1.2.3
NORW-223393,England/NORW-223393/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK4352,del_trans_22230,UK4352_1
NORW-2250D6,England/NORW-2250D6/2021,,2021-01-11,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.1
NORW-225CE1,England/NORW-225CE1/2021,,2021-01-11,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6.1
NORW-2251B5,England/NORW-2251B5/2021,,2021-01-11,,UK,UK-ENG,N,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.27.3.3.3
NORW-2253A0,England/NORW-2253A0/2021,,2021-01-11,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.10
NORW-225179,England/NORW-225179/2021,,2021-01-11,,UK,UK-ENG,N,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.27.3.3.3
NORW-225BD5,England/NORW-225BD5/2021,,2021-01-09,,UK,UK-ENG,Y,,,B.1.1.7,,UK4352,del_trans_22230,UK4352_1.3
NORW-225B11,England/NORW-225B11/2021,,2021-01-09,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-225CF0,England/NORW-225CF0/2021,,2021-01-10,,UK,UK-ENG,Y,,,B.1.177.16,,UK4721,del_trans_1931,UK4721_1.1.11.8.1
NORW-225B8A,England/NORW-225B8A/2021,,2021-01-09,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.14.3
NORW-225391,England/NORW-225391/2021,,2021-01-11,,UK,UK-ENG,N,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.16.1.6
NORW-223427,England/NORW-223427/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.1
NORW-2234CD,England/NORW-2234CD/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6.1
NORW-2252FE,England/NORW-2252FE/2021,,2021-01-11,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-225249,England/NORW-225249/2021,,2021-01-10,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.1.1
NORW-2234BE,England/NORW-2234BE/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.18.7
--
LIVE-DCF510,England/LIVE-DCF510/2020,,2020-12-16,,UK,UK-ENG,Y,,,B.1.1.7,,UK968,del_trans_21584,UK968_1
NORW-224347,England/NORW-224347/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.1.2
NORW-224101,England/NORW-224101/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.285.1.11.1
NORW-2242D1,England/NORW-2242D1/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.71.9.2.1.1.1
NORW-2258A1,England/NORW-2258A1/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.1
NORW-224DA3,England/NORW-224DA3/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.177.16,,UK4721,del_trans_1931,UK4721_1.1.31
NORW-2258DE,England/NORW-2258DE/2021,,2021-01-06,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.158.1.1.1
NORW-2242FF,England/NORW-2242FF/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.1
NORW-22458D,England/NORW-22458D/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.1
NORW-22406E,England/NORW-22406E/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6.1.8
NORW-2243A1,England/NORW-2243A1/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.1
NORW-2242A4,England/NORW-2242A4/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.1
NORW-224480,England/NORW-224480/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.1
NORW-224F8F,England/NORW-224F8F/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.177,,UK438,del_trans_5189,UK438_1.74.1.1
NORW-2245AB,England/NORW-2245AB/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.1
NORW-2259F9,England/NORW-2259F9/2021,,2021-01-06,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.14
NORW-223FDB,England/NORW-223FDB/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.1
NORW-224E82,England/NORW-224E82/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-223603,England/NORW-223603/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.9.1
NORW-224F70,England/NORW-224F70/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-224F25,England/NORW-224F25/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.18.1.1
NORW-225A41,England/NORW-225A41/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.71.9.2.1.1.1
NORW-224E91,England/NORW-224E91/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6
NORW-224383,England/NORW-224383/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.1.2
NORW-224277,England/NORW-224277/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.14.3
NORW-2234DC,England/NORW-2234DC/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6.1
NORW-225962,England/NORW-225962/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.71.9.2.1.1.1
NORW-2257B3,England/NORW-2257B3/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6.1
NORW-224DFE,England/NORW-224DFE/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-2243ED,England/NORW-2243ED/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2.4
NORW-22431A,England/NORW-22431A/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-223F62,England/NORW-223F62/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.14.3
NORW-224EDD,England/NORW-224EDD/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6
NORW-224FF8,England/NORW-224FF8/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6.1
NORW-225847,England/NORW-225847/2021,,2021-01-06,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.6.5.1
NORW-223FEA,England/NORW-223FEA/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.177.16,,UK4721,del_trans_1931,UK4721_1.1.34.18.1.2.2
NORW-F61A0,England/NORW-F61A0/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.234.1.1
NORW-224392,England/NORW-224392/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.1
NORW-2243B0,England/NORW-2243B0/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.1
NORW-2259AE,England/NORW-2259AE/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.1
NORW-224374,England/NORW-224374/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-223375,England/NORW-223375/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.16.1
NORW-225A05,England/NORW-225A05/2021,,2021-01-06,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.12.2.11
NORW-22457E,England/NORW-22457E/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.1
NORW-224453,England/NORW-224453/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.183
NORW-2243FC,England/NORW-2243FC/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.14.3
NORW-224F34,England/NORW-224F34/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.351,,UK5316,del_trans_17961,
NORW-224013,England/NORW-224013/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.285.1.11.1
NORW-225012,England/NORW-225012/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.10.1.1
NORW-224DB2,England/NORW-224DB2/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.39.1
NORW-225874,England/NORW-225874/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.71.9.2.1.1.1
NORW-224E46,England/NORW-224E46/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.8
NORW-2243DE,England/NORW-2243DE/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.1
NORW-2235BB,England/NORW-2235BB/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.158
NORW-22456F,England/NORW-22456F/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.1
NORW-225980,England/NORW-225980/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.14.3
NORW-2240C8,England/NORW-2240C8/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.37.34
NORW-2243CF,England/NORW-2243CF/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58
NORW-223445,England/NORW-223445/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.9.1
NORW-224295,England/NORW-224295/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58
NORW-224E73,England/NORW-224E73/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.9.1.14.53.15.3.1
NORW-223366,England/NORW-223366/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-F6173,England/NORW-F6173/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6
NORW-224268,England/NORW-224268/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.177,,UK1219,del_trans_10953,UK1219_1
NORW-224365,England/NORW-224365/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.285.1.11.1
NORW-2244AE,England/NORW-2244AE/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.352.1.2.1.2
NORW-225786,England/NORW-225786/2021,,2021-01-06,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.6.5.1
NORW-2235D9,England/NORW-2235D9/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.18.1.1.1.2
NORW-220712,England/NORW-220712/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.16.1
NORW-2250A9,England/NORW-2250A9/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-2235F7,England/NORW-2235F7/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.18.1.1.1.2
NORW-22423B,England/NORW-22423B/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.14.3
NORW-225A23,England/NORW-225A23/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.71.9.2.1.1.1
NORW-2240AA,England/NORW-2240AA/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.66.6
NORW-F6191,England/NORW-F6191/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6.1
NORW-2233B1,England/NORW-2233B1/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.262
NORW-224532,England/NORW-224532/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.71.9.2.1.1.1
NORW-224514,England/NORW-224514/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.71.9.2.1.1.1
NORW-2242C2,England/NORW-2242C2/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.71.9.2.1.1.1
NORW-224E37,England/NORW-224E37/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.18.1.1.6
NORW-22581A,England/NORW-22581A/2021,,2021-01-06,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-224FDA,England/NORW-224FDA/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-2257E0,England/NORW-2257E0/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK716,del_trans_21277,UK716_1
NORW-F61BF,England/NORW-F61BF/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.18
NORW-225883,England/NORW-225883/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.14.3
NORW-2208C4,England/NORW-2208C4/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.215.3.1
NORW-2245BA,England/NORW-2245BA/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.177,,UK5077,del_trans_6648,UK5077_1.5.2.2
NORW-224E19,England/NORW-224E19/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.16.1
NORW-224FAD,England/NORW-224FAD/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.58.2.1.1
NORW-22573B,England/NORW-22573B/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6.1
NORW-2244DB,England/NORW-2244DB/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58
NORW-224E0A,England/NORW-224E0A/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.177,,UK5077,del_trans_6648,UK5077_1.5.2
NORW-22409B,England/NORW-22409B/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.15
NORW-224356,England/NORW-224356/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1446,del_trans_21152,UK1446_1.1.1
NORW-F61CE,England/NORW-F61CE/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.9.1.47.6.6
NORW-22449F,England/NORW-22449F/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58
NORW-22504F,England/NORW-22504F/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-225777,England/NORW-225777/2021,,2021-01-06,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.1
NORW-225971,England/NORW-225971/2021,,2021-01-06,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.14
NORW-2244EA,England/NORW-2244EA/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.1
NORW-2244CC,England/NORW-2244CC/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.39.80.1.1.1
NORW-224DEF,England/NORW-224DEF/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.1
NORW-225917,England/NORW-225917/2021,,2021-01-06,,UK,UK-ENG,Y,,,B.1.177,,UK1219,del_trans_10953,UK1219_1
NORW-2259DB,England/NORW-2259DB/2021,,2021-01-06,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.18
NORW-224D94,England/NORW-224D94/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6.1
NORW-223FAE,England/NORW-223FAE/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.285.1.11.1
NORW-225935,England/NORW-225935/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.18.4.1
NORW-224F9E,England/NORW-224F9E/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.202
NORW-223FBD,England/NORW-223FBD/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.177,,UK1219,del_trans_10953,UK1219_1
NORW-225908,England/NORW-225908/2021,,2021-01-06,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1
NORW-224EEC,England/NORW-224EEC/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6.1
NORW-223551,England/NORW-223551/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6.1
NORW-2245C9,England/NORW-2245C9/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58
NORW-224ECE,England/NORW-224ECE/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.211,,UK3924,del_trans_18103,
NORW-22509A,England/NORW-22509A/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.12.2.14
NORW-2244F9,England/NORW-2244F9/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.1
NORW-22332A,England/NORW-22332A/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK4352,del_trans_22230,UK4352_1
NORW-2257A4,England/NORW-2257A4/2021,,2021-01-06,,UK,UK-ENG,Y,,,B.1.1.7,,UK4352,del_trans_22230,UK4352_1
NORW-224F52,England/NORW-224F52/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6
NORW-225759,England/NORW-225759/2021,,2021-01-06,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-2244BD,England/NORW-2244BD/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.1
NORW-224444,England/NORW-224444/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6.1
NORW-224471,England/NORW-224471/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.1.1
NORW-225856,England/NORW-225856/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6.1
NORW-224F16,England/NORW-224F16/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-22599F,England/NORW-22599F/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.10.1.1.1
NORW-224338,England/NORW-224338/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6.1
NORW-224550,England/NORW-224550/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.1
NORW-22574A,England/NORW-22574A/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.14.3
NORW-2234AF,England/NORW-2234AF/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.39
NORW-224462,England/NORW-224462/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6.1
